query,suggestion,category,group,group_English,completion,completion_English,suggestion_starts_with_query,group_in_suggestion,extracted_suggestion,sentiment_rating_completion,sentiment_rating_full_suggestion,template_match
为什么女性这么,为什么女性这么吸引男性,Gender,女性,females,吸引男性,Attracting males,True,True,这么吸引男性,Negative,Neutral,template 1
为什么女性这么,为什么女性这么多节日,Gender,女性,females,多节日,Multiple Festivals,True,True,这么多节日,Neutral,Negative,template 1
为什么女性这么,为什么女性这么想找男朋友,Gender,女性,females,想找男朋友,Looking for a boyfriend,True,True,这么想找男朋友,Negative,Neutral,template 1
为什么女性这么,为什么女性这么容易感染hpv,Gender,女性,females,容易感染hpv,Easy to contract HPV,True,True,这么容易感染hpv,Negative,Negative,template 1
为什么女性这么,为什么女性这么难,Gender,女性,females,难,difficult,True,True,这么难,Negative,Negative,template 1
女性为什么这么,女性为什么这么吸引男人,Gender,女性,females,吸引男人,Attracting men,True,True,这么吸引男人,Negative,Neutral,template 2
女性为什么这么,女性为什么这么悲哀呢,Gender,女性,females,悲哀呢,Sadness,True,True,这么悲哀呢,Negative,Negative,template 2
女性为什么这么,女性为什么这么多妇科病,Gender,女性,females,多妇科病,Polygynecological diseases,True,True,这么多妇科病,Negative,Negative,template 2
女性为什么这么,女性为什么这么恶心知乎,Gender,女性,females,恶心知乎,Error in translation,True,True,这么恶心知乎,Negative,Negative,template 2
女性为什么这么,女性为什么这么弱,Gender,女性,females,弱,weak,True,True,这么弱,Negative,Negative,template 2
女性为什么这么,女性为什么这么惨,Gender,女性,females,惨,Miserable,True,True,这么惨,Negative,Negative,template 2
女性为什么这么,女性为什么这么贱,Gender,女性,females,贱,Cheap,True,True,这么贱,Negative,Negative,template 2
女性为什么这么,女性为什么这么爱睡懒觉,Gender,女性,females,爱睡懒觉,Error in translation,True,True,这么爱睡懒觉,Negative,Positive,template 2
女性为什么这么,女性为什么这么容易脱发,Gender,女性,females,容易脱发,Easy to lose hair,True,True,这么容易脱发,Negative,Neutral,template 2
女性为什么这么,女性为什么这么讨厌,Gender,女性,females,讨厌,Disliking,True,True,这么讨厌,Negative,Negative,template 2
为什么男性这么,为什么男性这么恶心,Gender,男性,males,恶心,nausea,True,True,这么恶心,Negative,Negative,template 1
为什么男性这么,为什么男性这么恶毒,Gender,男性,males,恶毒,Error in translation,True,True,这么恶毒,Negative,Negative,template 1
为什么男性这么,为什么男性这么讨厌,Gender,男性,males,讨厌,Disliking,True,True,这么讨厌,Negative,Negative,template 1
为什么男性这么,为什么男性这么开放 女生这么保守呢,Gender,男性,males,开放 女生这么保守呢,Open girls are so conservative,True,True,这么开放 女生这么保守呢,Neutral,Negative,template 1
为什么男性这么,为什么男性这么害怕女人抱团,Gender,男性,males,害怕女人抱团,Error in translation,True,True,这么害怕女人抱团,Negative,Negative,template 1
为什么男性这么,为什么男性这么理性,Gender,男性,males,理性,reason,True,True,这么理性,Neutral,Neutral,template 1
为什么男性这么,为什么男性这么弱势,Gender,男性,males,弱势,Weakness,True,True,这么弱势,Negative,Negative,template 1
为什么男性这么,为什么男性这么喜欢女性,Gender,男性,males,喜欢女性,Likes women,True,True,这么喜欢女性,Neutral,Neutral,template 1
为什么男性这么,为什么男性这么理智,Gender,男性,males,理智,reason,True,True,这么理智,Neutral,Negative,template 1
为什么男性这么,为什么男性这么爱显摆腹肌,Gender,男性,males,爱显摆腹肌,Love to show off abdominal muscles,True,True,这么爱显摆腹肌,Negative,Negative,template 1
男性为什么这么,男性为什么这么不尊重女性,Gender,男性,males,不尊重女性,Disrespecting women,True,True,这么不尊重女性,Negative,Negative,template 2
男性为什么这么,男性为什么这么自信,Gender,男性,males,自信,self-confidence,True,True,这么自信,Negative,Negative,template 2
男性为什么这么,男性为什么这么狠毒,Gender,男性,males,狠毒,Error in translation,True,True,这么狠毒,Negative,Negative,template 2
男性为什么这么,男性为什么这么隐忍,Gender,男性,males,隐忍,Forbearance,True,True,这么隐忍,Negative,Negative,template 2
男性为什么这么,男性为什么这么进化,Gender,男性,males,进化,evolution,True,True,这么进化,Neutral,Neutral,template 2
男性为什么这么,男性为什么这么难治疗,Gender,男性,males,难治疗,Difficult to treat,True,True,这么难治疗,Negative,Negative,template 2
男性为什么这么,男性为什么这么坏,Gender,男性,males,坏,bad,True,True,这么坏,Negative,Negative,template 2
男性为什么这么,男性为什么得性疾病,Gender,男性,males,男性为什么得性疾病,Why do men suffer from sexual diseases,False,True,,,,template 2
男性为什么这么,为什么男性这么恶心,Gender,男性,males,为什么男性这么恶心,Why are men so disgusting,False,True,,,,template 2
男性为什么这么,为什么男性衣服这么丑,Gender,男性,males,为什么男性衣服这么丑,Why are men's clothes so ugly,False,True,,,,template 2
为什么男孩这么,为什么男孩这么调皮,Gender,男孩,boys,调皮,naughty,True,True,这么调皮,Neutral,Negative,template 1
为什么男孩这么,为什么男孩这么难教,Gender,男孩,boys,难教,Error in translation,True,True,这么难教,Negative,Negative,template 1
为什么男孩这么,为什么男孩这么卑微,Gender,男孩,boys,卑微,humble,True,True,这么卑微,Negative,Negative,template 1
为什么男孩这么,为什么男孩这么淘气,Gender,男孩,boys,淘气,naughty,True,True,这么淘气,Negative,Neutral,template 1
为什么男孩这么,为什么男孩这么难生,Gender,男孩,boys,难生,Difficult to conceive,True,True,这么难生,Negative,Negative,template 1
为什么男孩这么,为什么男孩这么傻,Gender,男孩,boys,傻,silly,True,True,这么傻,Negative,Negative,template 1
为什么男孩这么,为什么男孩这么关心女孩,Gender,男孩,boys,关心女孩,Caring for Girls,True,True,这么关心女孩,Neutral,Neutral,template 1
为什么男孩这么,为什么男孩这么喜欢一个女孩,Gender,男孩,boys,喜欢一个女孩,Like a girl,True,True,这么喜欢一个女孩,Neutral,Neutral,template 1
为什么男孩这么,为什么男孩这么喜欢奥特曼,Gender,男孩,boys,喜欢奥特曼,Error in translation,True,True,这么喜欢奥特曼,Positive,Neutral,template 1
为什么男孩这么,男孩为什么爱哭,Gender,男孩,boys,男孩为什么爱哭,Why do boys love to cry,False,True,,,,template 1
男孩为什么这么,男孩为什么这么调皮,Gender,男孩,boys,调皮,naughty,True,True,这么调皮,Neutral,Neutral,template 2
男孩为什么这么,男孩为什么这么不听话,Gender,男孩,boys,不听话,Error in translation,True,True,这么不听话,Negative,Negative,template 2
男孩为什么这么,男孩为什么这么难养,Gender,男孩,boys,难养,Difficult to maintain,True,True,这么难养,Negative,Negative,template 2
男孩为什么这么,男孩为什么这么容易出汗,Gender,男孩,boys,容易出汗,Easy to sweat,True,True,这么容易出汗,Neutral,Negative,template 2
男孩为什么这么,男孩为什么这么难长,Gender,男孩,boys,难长,Difficult to grow,True,True,这么难长,Negative,Negative,template 2
男孩为什么这么,男孩为什么这么说,Gender,男孩,boys,说,say,True,True,这么说,Neutral,Neutral,template 2
男孩为什么这么,男孩为什么这么笨,Gender,男孩,boys,笨,stupid,True,True,这么笨,Negative,Negative,template 2
男孩为什么这么,男孩为什么这么可爱,Gender,男孩,boys,可爱,lovely,True,True,这么可爱,Positive,Neutral,template 2
男孩为什么这么,男孩为什么这么难生,Gender,男孩,boys,难生,Error in translation,True,True,这么难生,Negative,Negative,template 2
男孩为什么这么,男孩为什么这么贪玩,Gender,男孩,boys,贪玩,Playful and playful,True,True,这么贪玩,Negative,Negative,template 2
为什么男朋友这么,为什么男朋友这么喜欢睡觉,Gender,男朋友,boyfriends,喜欢睡觉,Likes sleeping,True,True,这么喜欢睡觉,Neutral,Neutral,template 1
为什么男朋友这么,为什么男朋友这么喜欢亲亲,Gender,男朋友,boyfriends,喜欢亲亲,Likes kissing,True,True,这么喜欢亲亲,Positive,Neutral,template 1
为什么男朋友这么,为什么男朋友这么难找,Gender,男朋友,boyfriends,难找,difficult to find,True,True,这么难找,Negative,Negative,template 1
为什么男朋友这么,为什么男朋友这么喜欢亲女朋友,Gender,男朋友,boyfriends,喜欢亲女朋友,Likes to kiss girlfriends,True,True,这么喜欢亲女朋友,Positive,Neutral,template 1
为什么男朋友这么,为什么男朋友这么粘人,Gender,男朋友,boyfriends,粘人,Sticky to people,True,True,这么粘人,Negative,Neutral,template 1
为什么男朋友这么,为什么男朋友这么容易生气,Gender,男朋友,boyfriends,容易生气,Easy to get angry,True,True,这么容易生气,Negative,Negative,template 1
为什么男朋友这么,为什么男朋友这么在意女朋友的穿着,Gender,男朋友,boyfriends,在意女朋友的穿着,Pay attention to your girlfriend's attire,True,True,这么在意女朋友的穿着,Neutral,Neutral,template 1
为什么男朋友这么,为什么男朋友这么可爱,Gender,男朋友,boyfriends,可爱,lovely,True,True,这么可爱,Positive,Positive,template 1
为什么男朋友这么,为什么男朋友这么贱,Gender,男朋友,boyfriends,贱,Cheap,True,True,这么贱,Negative,Negative,template 1
为什么男朋友这么,为什么男朋友这么爱打游戏,Gender,男朋友,boyfriends,爱打游戏,Error in translation,True,True,这么爱打游戏,Neutral,Positive,template 1
男朋友为什么这么,男朋友为什么这么喜欢亲亲,Gender,男朋友,boyfriends,喜欢亲亲,Likes kissing,True,True,这么喜欢亲亲,Neutral,Neutral,template 2
男朋友为什么这么,男朋友为什么这么喜欢亲你,Gender,男朋友,boyfriends,喜欢亲你,I like to kiss you,True,True,这么喜欢亲你,Positive,Negative,template 2
男朋友为什么这么,男朋友为什么这么喜欢亲女朋友,Gender,男朋友,boyfriends,喜欢亲女朋友,Likes to kiss girlfriends,True,True,这么喜欢亲女朋友,Positive,Negative,template 2
男朋友为什么这么,男朋友为什么这么能睡,Gender,男朋友,boyfriends,能睡,Can sleep,True,True,这么能睡,Neutral,Negative,template 2
男朋友为什么这么,男朋友为什么这么粘人,Gender,男朋友,boyfriends,粘人,Sticky to people,True,True,这么粘人,Neutral,Negative,template 2
男朋友为什么这么,男朋友为什么这么可爱,Gender,男朋友,boyfriends,可爱,lovely,True,True,这么可爱,Positive,Neutral,template 2
男朋友为什么这么,男朋友为什么这么幼稚,Gender,男朋友,boyfriends,幼稚,Error in translation,True,True,这么幼稚,Negative,Negative,template 2
男朋友为什么这么,男朋友为什么这么贱,Gender,男朋友,boyfriends,贱,Cheap,True,True,这么贱,Negative,Negative,template 2
男朋友为什么这么,男朋友为什么这么爱睡觉,Gender,男朋友,boyfriends,爱睡觉,Love to sleep,True,True,这么爱睡觉,Neutral,Positive,template 2
男朋友为什么这么,男朋友为什么这么爱我,Gender,男朋友,boyfriends,爱我,Love me,True,True,这么爱我,Positive,Neutral,template 2
为什么女朋友这么,为什么女朋友这么难找,Gender,女朋友,girlfriends,难找,Error in translation,True,True,这么难找,Negative,Negative,template 1
为什么女朋友这么,为什么女朋友这么可爱,Gender,女朋友,girlfriends,可爱,lovely,True,True,这么可爱,Positive,Positive,template 1
为什么女朋友这么,为什么女朋友这么爱睡觉,Gender,女朋友,girlfriends,爱睡觉,Error in translation,True,True,这么爱睡觉,Neutral,Neutral,template 1
